lot_month,supplier_id,part_family,country,units_received,units_rejected,supplier_dpmo,on_time_delivery_flag,cert_current_flag,lot_accepted_flag
2021-02-01,SUP_PACKAGING_2,packaging,Mexico,1007,6,5958.3,True,True,True
2021-02-01,SUP_PACKAGING_3,packaging,China,713,4,5610.1,True,True,True
2021-03-01,SUP_HEAD_1,head,Mexico,1076,8,7434.9,True,True,True
2021-03-01,SUP_HEAD_2,head,Vietnam,1354,4,2954.2,False,True,True
2021-03-01,SUP_HEAD_3,head,China,818,5,6112.5,True,True,True
2021-03-01,SUP_LIMB_1,limb,Mexico,772,1,1295.3,True,True,True
2021-03-01,SUP_LIMB_2,limb,Vietnam,626,3,4792.3,True,True,True
2021-03-01,SUP_LIMB_3,limb,China,1164,9,7732.0,True,True,True
2021-03-01,SUP_HAIR_1,hair,India,1160,6,5172.4,True,True,True
2021-03-01,SUP_HAIR_2,hair,Vietnam,922,5,5423.0,True,True,True
2021-03-01,SUP_HAIR_3,hair,Bangladesh,1118,9,8050.1,True,True,True
2021-03-01,SUP_EYES_1,eyes,Germany,360,2,5555.6,True,True,True
2021-03-01,SUP_EYES_2,eyes,Japan,701,5,7132.7,True,True,True
2021-03-01,SUP_EYES_3,eyes,China,1003,7,6979.1,True,True,True
2021-03-01,SUP_OUTFIT_1,outfit,Mexico,924,2,2164.5,True,True,True
2021-03-01,SUP_OUTFIT_2,outfit,Bangladesh,1143,12,10498.7,True,True,True
2021-03-01,SUP_OUTFIT_3,outfit,Vietnam,668,3,4491.0,True,True,True
2021-03-01,SUP_GLASSES_1,glasses,Mexico,1004,3,2988.0,True,True,True
2021-03-01,SUP_GLASSES_2,glasses,China,1260,11,8730.2,True,True,True
2021-03-01,SUP_GLASSES_3,glasses,Germany,1191,6,5037.8,True,True,True
2021-03-01,SUP_TORSO_1,torso,USA,716,3,4189.9,True,True,True
2021-03-01,SUP_TORSO_2,torso,Mexico,1403,14,9978.6,True,True,True
2021-03-01,SUP_TORSO_3,torso,Vietnam,670,5,7462.7,True,True,True
2021-03-01,SUP_PACKAGING_1,packaging,USA,675,5,7407.4,True,True,True
2021-03-01,SUP_PACKAGING_2,packaging,Mexico,911,3,3293.1,True,True,True
2021-03-01,SUP_PACKAGING_3,packaging,China,839,3,3575.7,True,True,True
2021-04-01,SUP_HEAD_1,head,Mexico,847,4,4722.6,True,True,True
2021-04-01,SUP_HEAD_2,head,Vietnam,1161,9,7751.9,True,True,True
2021-04-01,SUP_HEAD_3,head,China,920,11,11956.5,True,True,True
2021-04-01,SUP_LIMB_1,limb,Mexico,864,7,8101.9,True,True,True
2021-04-01,SUP_LIMB_2,limb,Vietnam,735,3,4081.6,True,True,True
2021-04-01,SUP_LIMB_3,limb,China,663,4,6033.2,True,True,True
2021-04-01,SUP_HAIR_1,hair,India,933,11,11789.9,False,True,True
2021-04-01,SUP_HAIR_2,hair,Vietnam,1023,6,5865.1,False,True,True
2021-04-01,SUP_HAIR_3,hair,Bangladesh,973,6,6166.5,True,True,True
2021-04-01,SUP_EYES_1,eyes,Germany,914,6,6564.6,True,True,True
2021-04-01,SUP_EYES_2,eyes,Japan,1053,5,4748.3,True,True,True
2021-04-01,SUP_EYES_3,eyes,China,979,4,4085.8,True,True,True
2021-04-01,SUP_OUTFIT_1,outfit,Mexico,853,5,5861.7,True,True,True
2021-04-01,SUP_OUTFIT_2,outfit,Bangladesh,1174,7,5962.5,True,True,True
2021-04-01,SUP_OUTFIT_3,outfit,Vietnam,977,5,5117.7,True,True,True
2021-04-01,SUP_GLASSES_1,glasses,Mexico,684,6,8771.9,True,True,True
2021-04-01,SUP_GLASSES_2,glasses,China,798,4,5012.5,True,True,True
2021-04-01,SUP_GLASSES_3,glasses,Germany,1266,6,4739.3,True,True,True
2021-04-01,SUP_TORSO_1,torso,USA,871,3,3444.3,False,True,True
2021-04-01,SUP_TORSO_2,torso,Mexico,759,4,5270.1,True,True,True
2021-04-01,SUP_TORSO_3,torso,Vietnam,914,4,4376.4,True,True,True
2021-04-01,SUP_PACKAGING_1,packaging,USA,1025,9,8780.5,True,True,True
2021-04-01,SUP_PACKAGING_2,packaging,Mexico,940,3,3191.5,True,True,True
2021-04-01,SUP_PACKAGING_3,packaging,China,748,5,6684.5,False,True,True
2021-05-01,SUP_HEAD_1,head,Mexico,1026,10,9746.6,True,True,True
2021-05-01,SUP_HEAD_2,head,Vietnam,1161,8,6890.6,True,True,True
2021-05-01,SUP_HEAD_3,head,China,1539,12,7797.3,True,True,True
2021-05-01,SUP_LIMB_1,limb,Mexico,1070,6,5607.5,True,True,True
2021-05-01,SUP_LIMB_2,limb,Vietnam,1009,6,5946.5,True,True,True
2021-05-01,SUP_LIMB_3,limb,China,735,5,6802.7,True,True,True
2021-05-01,SUP_HAIR_1,hair,India,625,5,8000.0,True,True,True
2021-05-01,SUP_HAIR_2,hair,Vietnam,611,4,6546.6,True,True,True
2021-05-01,SUP_HAIR_3,hair,Bangladesh,986,9,9127.8,False,True,True
2021-05-01,SUP_EYES_1,eyes,Germany,1404,8,5698.0,True,True,True
2021-05-01,SUP_EYES_2,eyes,Japan,623,3,4815.4,True,True,True
2021-05-01,SUP_EYES_3,eyes,China,641,4,6240.2,True,True,True
2021-05-01,SUP_OUTFIT_1,outfit,Mexico,1207,8,6628.0,True,True,True
2021-05-01,SUP_OUTFIT_2,outfit,Bangladesh,1123,5,4452.4,True,True,True
2021-05-01,SUP_OUTFIT_3,outfit,Vietnam,1264,6,4746.8,True,True,True
2021-05-01,SUP_GLASSES_1,glasses,Mexico,730,1,1369.9,True,True,True
2021-05-01,SUP_GLASSES_2,glasses,China,1168,10,8561.6,True,True,True
2021-05-01,SUP_GLASSES_3,glasses,Germany,628,3,4777.1,False,True,True
2021-05-01,SUP_TORSO_1,torso,USA,975,6,6153.8,False,True,True
2021-05-01,SUP_TORSO_2,torso,Mexico,845,4,4733.7,True,True,True
2021-05-01,SUP_TORSO_3,torso,Vietnam,669,4,5979.1,True,True,True
2021-05-01,SUP_PACKAGING_1,packaging,USA,1038,9,8670.5,True,True,True
2021-05-01,SUP_PACKAGING_2,packaging,Mexico,839,2,2383.8,True,True,True
2021-05-01,SUP_PACKAGING_3,packaging,China,1556,17,10925.4,True,True,True
2021-06-01,SUP_HEAD_1,head,Mexico,1064,6,5639.1,True,True,True
2021-06-01,SUP_HEAD_2,head,Vietnam,921,5,5428.9,True,True,True
2021-06-01,SUP_HEAD_3,head,China,940,10,10638.3,True,True,True
2021-06-01,SUP_LIMB_1,limb,Mexico,667,6,8995.5,True,True,True
2021-06-01,SUP_LIMB_2,limb,Vietnam,715,2,2797.2,True,True,True
2021-06-01,SUP_LIMB_3,limb,China,1075,14,13023.3,True,True,True
2021-06-01,SUP_HAIR_1,hair,India,693,1,1443.0,True,True,True
2021-06-01,SUP_HAIR_2,hair,Vietnam,704,2,2840.9,True,True,True
2021-06-01,SUP_HAIR_3,hair,Bangladesh,618,1,1618.1,True,True,True
2021-06-01,SUP_EYES_1,eyes,Germany,663,4,6033.2,True,True,True
2021-06-01,SUP_EYES_2,eyes,Japan,853,5,5861.7,False,True,True
2021-06-01,SUP_EYES_3,eyes,China,830,8,9638.6,True,True,True
2021-06-01,SUP_OUTFIT_1,outfit,Mexico,898,6,6681.5,True,True,True
2021-06-01,SUP_OUTFIT_2,outfit,Bangladesh,852,12,14084.5,True,True,True
2021-06-01,SUP_OUTFIT_3,outfit,Vietnam,1382,9,6512.3,True,True,True
2021-06-01,SUP_GLASSES_1,glasses,Mexico,715,5,6993.0,True,True,True
2021-06-01,SUP_GLASSES_2,glasses,China,1000,7,7000.0,True,True,True
2021-06-01,SUP_GLASSES_3,glasses,Germany,1079,12,11121.4,True,True,True
2021-06-01,SUP_TORSO_1,torso,USA,842,2,2375.3,True,True,True
2021-06-01,SUP_TORSO_2,torso,Mexico,960,4,4166.7,True,True,True
2021-06-01,SUP_TORSO_3,torso,Vietnam,419,4,9546.5,True,True,True
2021-06-01,SUP_PACKAGING_1,packaging,USA,898,5,5567.9,True,True,True
2021-06-01,SUP_PACKAGING_2,packaging,Mexico,662,0,0.0,True,True,True
2021-06-01,SUP_PACKAGING_3,packaging,China,1025,7,6829.3,True,True,True
2021-07-01,SUP_HEAD_1,head,Mexico,932,5,5364.8,True,True,True
2021-07-01,SUP_HEAD_2,head,Vietnam,1129,7,6200.2,True,True,True
2021-07-01,SUP_HEAD_3,head,China,864,5,5787.0,True,True,True
2021-07-01,SUP_LIMB_1,limb,Mexico,1157,3,2592.9,True,True,True
2021-07-01,SUP_LIMB_2,limb,Vietnam,921,8,8686.2,True,True,True
2021-07-01,SUP_LIMB_3,limb,China,1101,7,6357.9,True,True,True
2021-07-01,SUP_HAIR_1,hair,India,1137,5,4397.5,True,True,True
2021-07-01,SUP_HAIR_2,hair,Vietnam,1008,3,2976.2,True,True,True
2021-07-01,SUP_HAIR_3,hair,Bangladesh,1089,4,3673.1,True,True,True
2021-07-01,SUP_EYES_1,eyes,Germany,1159,6,5176.9,True,True,True
2021-07-01,SUP_EYES_2,eyes,Japan,826,7,8474.6,True,True,True
2021-07-01,SUP_EYES_3,eyes,China,853,8,9378.7,True,True,True
2021-07-01,SUP_OUTFIT_1,outfit,Mexico,965,4,4145.1,True,True,True
2021-07-01,SUP_OUTFIT_2,outfit,Bangladesh,955,8,8377.0,True,True,True
2021-07-01,SUP_OUTFIT_3,outfit,Vietnam,1077,5,4642.5,True,True,True
2021-07-01,SUP_GLASSES_1,glasses,Mexico,871,3,3444.3,True,True,True
2021-07-01,SUP_GLASSES_2,glasses,China,1088,7,6433.8,True,True,True
2021-07-01,SUP_GLASSES_3,glasses,Germany,702,1,1424.5,True,True,True
2021-07-01,SUP_TORSO_1,torso,USA,1052,4,3802.3,True,True,True
2021-07-01,SUP_TORSO_2,torso,Mexico,789,6,7604.6,True,True,True
2021-07-01,SUP_TORSO_3,torso,Vietnam,989,7,7077.9,False,True,True
2021-07-01,SUP_PACKAGING_1,packaging,USA,1146,7,6108.2,True,True,True
2021-07-01,SUP_PACKAGING_2,packaging,Mexico,510,0,0.0,True,True,True
2021-07-01,SUP_PACKAGING_3,packaging,China,1063,8,7525.9,True,True,True
2021-08-01,SUP_HEAD_1,head,Mexico,774,7,9043.9,True,True,True
2021-08-01,SUP_HEAD_2,head,Vietnam,984,6,6097.6,False,True,True
2021-08-01,SUP_HEAD_3,head,China,738,5,6775.1,True,True,True
2021-08-01,SUP_LIMB_1,limb,Mexico,1101,6,5449.6,True,True,True
2021-08-01,SUP_LIMB_2,limb,Vietnam,1155,6,5194.8,False,True,True
2021-08-01,SUP_LIMB_3,limb,China,885,3,3389.8,True,True,True
2021-08-01,SUP_HAIR_1,hair,India,1359,8,5886.7,True,True,True
2021-08-01,SUP_HAIR_2,hair,Vietnam,1076,2,1858.7,True,True,True
2021-08-01,SUP_HAIR_3,hair,Bangladesh,988,6,6072.9,True,True,True
2021-08-01,SUP_EYES_1,eyes,Germany,899,5,5561.7,True,True,True
2021-08-01,SUP_EYES_2,eyes,Japan,647,6,9273.6,True,True,True
2021-08-01,SUP_EYES_3,eyes,China,888,7,7882.9,True,True,True
2021-08-01,SUP_OUTFIT_1,outfit,Mexico,403,2,4962.8,True,True,True
2021-08-01,SUP_OUTFIT_2,outfit,Bangladesh,607,6,9884.7,True,True,True
2021-08-01,SUP_OUTFIT_3,outfit,Vietnam,887,6,6764.4,True,True,True
2021-08-01,SUP_GLASSES_1,glasses,Mexico,898,6,6681.5,True,True,True
2021-08-01,SUP_GLASSES_2,glasses,China,1299,10,7698.2,False,True,True
2021-08-01,SUP_GLASSES_3,glasses,Germany,1080,8,7407.4,True,True,True
2021-08-01,SUP_TORSO_1,torso,USA,1122,9,8021.4,True,True,True
2021-08-01,SUP_TORSO_2,torso,Mexico,1378,11,7982.6,True,True,True
2021-08-01,SUP_TORSO_3,torso,Vietnam,841,3,3567.2,True,True,True
2021-08-01,SUP_PACKAGING_1,packaging,USA,897,6,6689.0,True,True,True
2021-08-01,SUP_PACKAGING_2,packaging,Mexico,920,9,9782.6,True,True,True
2021-08-01,SUP_PACKAGING_3,packaging,China,457,4,8752.7,True,True,True
2021-09-01,SUP_HEAD_1,head,Mexico,967,5,5170.6,True,True,True
2021-09-01,SUP_HEAD_2,head,Vietnam,807,4,4956.6,True,True,True
2021-09-01,SUP_HEAD_3,head,China,1152,10,8680.6,True,True,True
2021-09-01,SUP_LIMB_1,limb,Mexico,856,2,2336.4,False,True,True
2021-09-01,SUP_LIMB_2,limb,Vietnam,985,9,9137.1,True,True,True
2021-09-01,SUP_LIMB_3,limb,China,1039,6,5774.8,True,True,True
2021-09-01,SUP_HAIR_1,hair,India,1217,10,8216.9,True,True,True
2021-09-01,SUP_HAIR_2,hair,Vietnam,1160,7,6034.5,True,True,True
2021-09-01,SUP_HAIR_3,hair,Bangladesh,687,5,7278.0,True,True,True
2021-09-01,SUP_EYES_1,eyes,Germany,772,3,3886.0,True,True,True
2021-09-01,SUP_EYES_2,eyes,Japan,565,4,7079.6,True,True,True
2021-09-01,SUP_EYES_3,eyes,China,488,4,8196.7,True,True,True
2021-09-01,SUP_OUTFIT_1,outfit,Mexico,967,8,8273.0,True,True,True
2021-09-01,SUP_OUTFIT_2,outfit,Bangladesh,596,5,8389.3,True,True,True
2021-09-01,SUP_OUTFIT_3,outfit,Vietnam,949,5,5268.7,True,True,True
2021-09-01,SUP_GLASSES_1,glasses,Mexico,783,2,2554.3,True,True,True
2021-09-01,SUP_GLASSES_2,glasses,China,1200,10,8333.3,True,True,True
2021-09-01,SUP_GLASSES_3,glasses,Germany,639,4,6259.8,True,True,True
2021-09-01,SUP_TORSO_1,torso,USA,877,3,3420.8,True,True,True
2021-09-01,SUP_TORSO_2,torso,Mexico,862,6,6960.6,True,True,True
2021-09-01,SUP_TORSO_3,torso,Vietnam,1364,7,5132.0,True,True,True
2021-09-01,SUP_PACKAGING_1,packaging,USA,698,2,2865.3,True,True,True
2021-09-01,SUP_PACKAGING_2,packaging,Mexico,707,6,8486.6,True,True,True
2021-09-01,SUP_PACKAGING_3,packaging,China,984,8,8130.1,True,True,True
2021-10-01,SUP_HEAD_1,head,Mexico,789,4,5069.7,True,True,True
2021-10-01,SUP_HEAD_2,head,Vietnam,766,2,2611.0,True,True,True
2021-10-01,SUP_HEAD_3,head,China,768,5,6510.4,True,True,True
2021-10-01,SUP_LIMB_1,limb,Mexico,800,8,10000.0,True,True,True
2021-10-01,SUP_LIMB_2,limb,Vietnam,858,12,13986.0,True,True,True
2021-10-01,SUP_LIMB_3,limb,China,803,5,6226.7,True,True,True
2021-10-01,SUP_HAIR_1,hair,India,1094,3,2742.2,True,True,True
2021-10-01,SUP_HAIR_2,hair,Vietnam,1190,13,10924.4,False,True,True
2021-10-01,SUP_HAIR_3,hair,Bangladesh,1054,4,3795.1,True,True,True
2021-10-01,SUP_EYES_1,eyes,Germany,860,9,10465.1,True,True,True
2021-10-01,SUP_EYES_2,eyes,Japan,1072,9,8395.5,True,True,True
2021-10-01,SUP_EYES_3,eyes,China,625,1,1600.0,True,True,True
2021-10-01,SUP_OUTFIT_1,outfit,Mexico,943,7,7423.1,True,True,True
2021-10-01,SUP_OUTFIT_2,outfit,Bangladesh,936,4,4273.5,True,True,True
2021-10-01,SUP_OUTFIT_3,outfit,Vietnam,795,4,5031.4,True,True,True
2021-10-01,SUP_GLASSES_1,glasses,Mexico,1134,9,7936.5,True,True,True
2021-10-01,SUP_GLASSES_2,glasses,China,1112,5,4496.4,False,True,True
2021-10-01,SUP_GLASSES_3,glasses,Germany,841,4,4756.2,True,True,True
2021-10-01,SUP_TORSO_1,torso,USA,657,4,6088.3,True,True,True
2021-10-01,SUP_TORSO_2,torso,Mexico,1497,4,2672.0,True,True,True
2021-10-01,SUP_TORSO_3,torso,Vietnam,1048,7,6679.4,False,True,True
2021-10-01,SUP_PACKAGING_1,packaging,USA,962,4,4158.0,True,True,True
2021-10-01,SUP_PACKAGING_2,packaging,Mexico,930,7,7526.9,False,True,True
2021-10-01,SUP_PACKAGING_3,packaging,China,774,7,9043.9,True,True,True
2021-11-01,SUP_HEAD_1,head,Mexico,1028,5,4863.8,True,True,True
2021-11-01,SUP_HEAD_2,head,Vietnam,645,6,9302.3,True,True,True
2021-11-01,SUP_HEAD_3,head,China,1096,9,8211.7,True,True,True
2021-11-01,SUP_LIMB_1,limb,Mexico,931,5,5370.6,True,True,True
2021-11-01,SUP_LIMB_2,limb,Vietnam,1051,4,3805.9,True,True,True
2021-11-01,SUP_LIMB_3,limb,China,857,6,7001.2,True,True,True
2021-11-01,SUP_HAIR_1,hair,India,1026,4,3898.6,True,True,True
2021-11-01,SUP_HAIR_2,hair,Vietnam,771,2,2594.0,True,True,True
2021-11-01,SUP_HAIR_3,hair,Bangladesh,1000,6,6000.0,True,True,True
2021-11-01,SUP_EYES_1,eyes,Germany,843,5,5931.2,True,True,True
2021-11-01,SUP_EYES_2,eyes,Japan,750,7,9333.3,True,True,True
2021-11-01,SUP_EYES_3,eyes,China,771,6,7782.1,True,True,True
2021-11-01,SUP_OUTFIT_1,outfit,Mexico,453,2,4415.0,True,True,True
2021-11-01,SUP_OUTFIT_2,outfit,Bangladesh,806,7,8684.9,True,True,True
2021-11-01,SUP_OUTFIT_3,outfit,Vietnam,856,4,4672.9,True,True,True
2021-11-01,SUP_GLASSES_1,glasses,Mexico,1356,7,5162.2,True,True,True
2021-11-01,SUP_GLASSES_2,glasses,China,860,4,4651.2,True,True,True
2021-11-01,SUP_GLASSES_3,glasses,Germany,581,7,12048.2,True,True,True
2021-11-01,SUP_TORSO_1,torso,USA,1119,9,8042.9,True,True,True
2021-11-01,SUP_TORSO_2,torso,Mexico,632,0,0.0,True,True,True
2021-11-01,SUP_TORSO_3,torso,Vietnam,1003,7,6979.1,True,True,True
2021-11-01,SUP_PACKAGING_1,packaging,USA,715,3,4195.8,True,True,True
2021-11-01,SUP_PACKAGING_2,packaging,Mexico,1175,9,7659.6,False,True,True
2021-11-01,SUP_PACKAGING_3,packaging,China,954,9,9434.0,True,True,True
2021-12-01,SUP_HEAD_1,head,Mexico,1157,14,12100.3,True,True,True
2021-12-01,SUP_HEAD_2,head,Vietnam,959,6,6256.5,True,True,True
2021-12-01,SUP_HEAD_3,head,China,1095,17,15525.1,True,True,False
2021-12-01,SUP_LIMB_1,limb,Mexico,906,6,6622.5,True,True,True
2021-12-01,SUP_LIMB_2,limb,Vietnam,884,6,6787.3,True,True,True
2021-12-01,SUP_LIMB_3,limb,China,1237,12,9700.9,True,True,True
2021-12-01,SUP_HAIR_1,hair,India,1149,7,6092.3,True,True,True
2021-12-01,SUP_HAIR_2,hair,Vietnam,783,5,6385.7,True,True,True
2021-12-01,SUP_HAIR_3,hair,Bangladesh,606,5,8250.8,True,True,True
2021-12-01,SUP_EYES_1,eyes,Germany,1045,6,5741.6,True,True,True
2021-12-01,SUP_EYES_2,eyes,Japan,963,7,7269.0,True,True,True
2021-12-01,SUP_EYES_3,eyes,China,1142,2,1751.3,True,True,True
2021-12-01,SUP_OUTFIT_1,outfit,Mexico,1061,6,5655.0,True,True,True
2021-12-01,SUP_OUTFIT_2,outfit,Bangladesh,854,5,5854.8,True,True,True
2021-12-01,SUP_OUTFIT_3,outfit,Vietnam,1117,7,6266.8,True,True,True
2021-12-01,SUP_GLASSES_1,glasses,Mexico,671,4,5961.3,True,True,True
2021-12-01,SUP_GLASSES_2,glasses,China,886,9,10158.0,True,True,True
2021-12-01,SUP_GLASSES_3,glasses,Germany,831,6,7220.2,False,True,True
2021-12-01,SUP_TORSO_1,torso,USA,1251,9,7194.2,True,True,True
2021-12-01,SUP_TORSO_2,torso,Mexico,1011,6,5934.7,True,True,True
2021-12-01,SUP_TORSO_3,torso,Vietnam,1285,9,7003.9,True,True,True
2021-12-01,SUP_PACKAGING_1,packaging,USA,1031,3,2909.8,True,True,True
2021-12-01,SUP_PACKAGING_2,packaging,Mexico,784,4,5102.0,True,True,True
2021-12-01,SUP_PACKAGING_3,packaging,China,643,2,3110.4,True,True,True
2022-01-01,SUP_HEAD_1,head,Mexico,1007,8,7944.4,False,True,True
2022-01-01,SUP_HEAD_2,head,Vietnam,966,5,5176.0,True,True,True
2022-01-01,SUP_HEAD_3,head,China,907,8,8820.3,False,True,True
2022-01-01,SUP_LIMB_1,limb,Mexico,1481,15,10128.3,True,True,True
2022-01-01,SUP_LIMB_2,limb,Vietnam,758,6,7915.6,True,True,True
2022-01-01,SUP_LIMB_3,limb,China,934,7,7494.6,True,True,True
2022-01-01,SUP_HAIR_1,hair,India,796,3,3768.8,True,True,True
2022-01-01,SUP_HAIR_2,hair,Vietnam,769,6,7802.3,True,True,True
2022-01-01,SUP_HAIR_3,hair,Bangladesh,1089,7,6427.9,True,True,True
2022-01-01,SUP_EYES_1,eyes,Germany,745,3,4026.8,True,True,True
2022-01-01,SUP_EYES_2,eyes,Japan,930,4,4301.1,True,True,True
2022-01-01,SUP_EYES_3,eyes,China,792,6,7575.8,True,True,True
2022-01-01,SUP_OUTFIT_1,outfit,Mexico,1042,6,5758.2,True,True,True
2022-01-01,SUP_OUTFIT_2,outfit,Bangladesh,619,4,6462.0,True,True,True
2022-01-01,SUP_OUTFIT_3,outfit,Vietnam,655,4,6106.9,True,True,True
2022-01-01,SUP_GLASSES_1,glasses,Mexico,519,3,5780.3,True,True,True
2022-01-01,SUP_GLASSES_2,glasses,China,1030,7,6796.1,True,True,True
2022-01-01,SUP_GLASSES_3,glasses,Germany,1440,8,5555.6,True,True,True
2022-01-01,SUP_TORSO_1,torso,USA,922,12,13015.2,True,True,True
2022-01-01,SUP_TORSO_2,torso,Mexico,921,2,2171.6,True,True,True
2022-01-01,SUP_TORSO_3,torso,Vietnam,988,9,9109.3,True,True,True
2022-01-01,SUP_PACKAGING_1,packaging,USA,749,4,5340.5,True,True,True
2022-01-01,SUP_PACKAGING_2,packaging,Mexico,781,3,3841.2,True,True,True
2022-01-01,SUP_PACKAGING_3,packaging,China,668,5,7485.0,True,True,True
2022-02-01,SUP_HEAD_1,head,Mexico,790,9,11392.4,True,True,True
2022-02-01,SUP_HEAD_2,head,Vietnam,844,0,0.0,True,True,True
2022-02-01,SUP_HEAD_3,head,China,760,7,9210.5,True,True,True
2022-02-01,SUP_LIMB_1,limb,Mexico,825,1,1212.1,True,True,True
2022-02-01,SUP_LIMB_2,limb,Vietnam,971,8,8238.9,True,True,True
2022-02-01,SUP_LIMB_3,limb,China,1044,9,8620.7,True,True,True
2022-02-01,SUP_HAIR_1,hair,India,1084,6,5535.1,True,True,True
2022-02-01,SUP_HAIR_2,hair,Vietnam,533,0,0.0,True,True,True
2022-02-01,SUP_HAIR_3,hair,Bangladesh,1078,12,11131.7,True,True,True
2022-02-01,SUP_EYES_1,eyes,Germany,960,3,3125.0,True,True,True
2022-02-01,SUP_EYES_2,eyes,Japan,747,2,2677.4,True,True,True
2022-02-01,SUP_EYES_3,eyes,China,830,6,7228.9,True,True,True
2022-02-01,SUP_OUTFIT_1,outfit,Mexico,831,8,9627.0,True,True,True
2022-02-01,SUP_OUTFIT_2,outfit,Bangladesh,871,8,9184.8,True,True,True
2022-02-01,SUP_OUTFIT_3,outfit,Vietnam,671,4,5961.3,True,True,True
2022-02-01,SUP_GLASSES_1,glasses,Mexico,744,5,6720.4,True,True,True
2022-02-01,SUP_GLASSES_2,glasses,China,758,4,5277.0,True,True,True
2022-02-01,SUP_GLASSES_3,glasses,Germany,766,3,3916.4,True,True,True
2022-02-01,SUP_TORSO_1,torso,USA,264,0,0.0,True,True,True
2022-02-01,SUP_TORSO_2,torso,Mexico,661,4,6051.4,True,True,True
2022-02-01,SUP_TORSO_3,torso,Vietnam,724,3,4143.6,True,True,True
2022-02-01,SUP_PACKAGING_1,packaging,USA,1064,9,8458.6,True,True,True
2022-02-01,SUP_PACKAGING_2,packaging,Mexico,991,8,8072.7,True,True,True
2022-02-01,SUP_PACKAGING_3,packaging,China,668,3,4491.0,True,True,True
2022-03-01,SUP_HEAD_1,head,Mexico,780,3,3846.2,True,True,True
2022-03-01,SUP_HEAD_2,head,Vietnam,953,4,4197.3,True,True,True
2022-03-01,SUP_HEAD_3,head,China,746,6,8042.9,True,True,True
2022-03-01,SUP_LIMB_1,limb,Mexico,1143,2,1749.8,True,True,True
2022-03-01,SUP_LIMB_2,limb,Vietnam,838,5,5966.6,True,True,True
2022-03-01,SUP_LIMB_3,limb,China,608,3,4934.2,True,True,True
2022-03-01,SUP_HAIR_1,hair,India,759,5,6587.6,True,True,True
2022-03-01,SUP_HAIR_2,hair,Vietnam,921,6,6514.7,True,True,True
2022-03-01,SUP_HAIR_3,hair,Bangladesh,904,5,5531.0,False,True,True
2022-03-01,SUP_EYES_1,eyes,Germany,975,5,5128.2,True,True,True
2022-03-01,SUP_EYES_2,eyes,Japan,1167,6,5141.4,True,True,True
2022-03-01,SUP_EYES_3,eyes,China,784,7,8928.6,True,True,True
2022-03-01,SUP_OUTFIT_1,outfit,Mexico,965,7,7253.9,True,True,True
2022-03-01,SUP_OUTFIT_2,outfit,Bangladesh,849,8,9422.9,True,True,True
2022-03-01,SUP_OUTFIT_3,outfit,Vietnam,799,6,7509.4,True,True,True
2022-03-01,SUP_GLASSES_1,glasses,Mexico,978,3,3067.5,True,True,True
2022-03-01,SUP_GLASSES_2,glasses,China,918,5,5446.6,False,True,True
2022-03-01,SUP_GLASSES_3,glasses,Germany,958,5,5219.2,True,True,True
2022-03-01,SUP_TORSO_1,torso,USA,1013,6,5923.0,True,True,True
2022-03-01,SUP_TORSO_2,torso,Mexico,989,11,11122.3,True,True,True
2022-03-01,SUP_TORSO_3,torso,Vietnam,1082,6,5545.3,True,True,True
2022-03-01,SUP_PACKAGING_1,packaging,USA,1358,2,1472.8,True,True,True
2022-03-01,SUP_PACKAGING_2,packaging,Mexico,605,6,9917.4,True,True,True
2022-03-01,SUP_PACKAGING_3,packaging,China,799,7,8761.0,True,True,True
2022-04-01,SUP_HEAD_1,head,Mexico,784,10,12755.1,True,True,True
2022-04-01,SUP_HEAD_2,head,Vietnam,1183,11,9298.4,True,True,True
2022-04-01,SUP_HEAD_3,head,China,945,4,4232.8,True,True,True
2022-04-01,SUP_LIMB_1,limb,Mexico,793,4,5044.1,True,True,True
2022-04-01,SUP_LIMB_2,limb,Vietnam,619,5,8077.5,True,True,True
2022-04-01,SUP_LIMB_3,limb,China,804,7,8706.5,True,True,True
2022-04-01,SUP_HAIR_1,hair,India,632,0,0.0,True,True,True
2022-04-01,SUP_HAIR_2,hair,Vietnam,1039,8,7699.7,True,True,True
2022-04-01,SUP_HAIR_3,hair,Bangladesh,1212,5,4125.4,False,True,True
2022-04-01,SUP_EYES_1,eyes,Germany,939,3,3194.9,True,True,True
2022-04-01,SUP_EYES_2,eyes,Japan,942,6,6369.4,True,True,True
2022-04-01,SUP_EYES_3,eyes,China,898,7,7795.1,True,True,True
2022-04-01,SUP_OUTFIT_1,outfit,Mexico,986,4,4056.8,True,True,True
2022-04-01,SUP_OUTFIT_2,outfit,Bangladesh,412,3,7281.6,True,True,True
2022-04-01,SUP_OUTFIT_3,outfit,Vietnam,1230,16,13008.1,True,True,True
2022-04-01,SUP_GLASSES_1,glasses,Mexico,958,6,6263.0,True,True,True
2022-04-01,SUP_GLASSES_2,glasses,China,742,8,10781.7,True,True,True
2022-04-01,SUP_GLASSES_3,glasses,Germany,974,4,4106.8,True,True,True
2022-04-01,SUP_TORSO_1,torso,USA,1058,6,5671.1,True,True,True
2022-04-01,SUP_TORSO_2,torso,Mexico,527,4,7590.1,True,True,True
2022-04-01,SUP_TORSO_3,torso,Vietnam,1523,15,9849.0,True,True,True
