target_date,year,month,week_start_date,season_window,daily_order_target,actual_orders,daily_assembly_target,actual_assembled,daily_ship_target,actual_shipped_48h,backlog_eod,on_time_ship_rate,target_met_flag
2020-10-04,2020,10,2020-09-28,Normal,42.0,33,42.0,36,42.0,33,3,1.0,False
2020-10-05,2020,10,2020-10-05,Normal,42.0,41,42.0,46,42.0,44,0,1.0732,True
2020-10-06,2020,10,2020-10-05,Normal,42.0,39,42.0,38,42.0,37,2,0.9487,False
2020-10-07,2020,10,2020-10-05,Normal,42.0,43,42.0,42,42.0,41,4,0.9535,False
2020-10-08,2020,10,2020-10-05,Normal,42.0,25,42.0,28,42.0,27,2,1.08,False
2020-10-09,2020,10,2020-10-05,Normal,42.0,42,42.0,41,42.0,38,6,0.9048,False
2020-10-10,2020,10,2020-10-05,Normal,42.0,35,42.0,40,42.0,37,4,1.0571,False
2020-10-11,2020,10,2020-10-05,Normal,42.0,36,42.0,39,42.0,38,2,1.0556,False
2020-10-12,2020,10,2020-10-12,Normal,42.0,51,42.0,50,42.0,46,7,0.902,True
2020-10-13,2020,10,2020-10-12,Normal,42.0,42,42.0,46,42.0,43,6,1.0238,True
2020-10-14,2020,10,2020-10-12,Normal,42.0,45,42.0,49,42.0,49,2,1.0889,True
2020-10-15,2020,10,2020-10-12,Christmas,78.0,74,78.0,72,78.0,70,6,0.9459,False
2020-10-16,2020,10,2020-10-12,Christmas,78.0,68,78.0,74,78.0,70,4,1.0294,False
2020-10-17,2020,10,2020-10-12,Christmas,78.0,73,78.0,81,78.0,81,0,1.1096,True
2020-10-18,2020,10,2020-10-12,Christmas,78.0,65,78.0,66,78.0,63,2,0.9692,False
2020-10-19,2020,10,2020-10-19,Christmas,78.0,88,78.0,89,78.0,87,3,0.9886,True
2020-10-20,2020,10,2020-10-19,Christmas,78.0,84,78.0,85,78.0,81,6,0.9643,True
2020-10-21,2020,10,2020-10-19,Christmas,78.0,58,78.0,64,78.0,61,3,1.0517,False
2020-10-22,2020,10,2020-10-19,Christmas,78.0,89,78.0,86,78.0,79,13,0.8876,True
2020-10-23,2020,10,2020-10-19,Christmas,78.0,79,78.0,84,78.0,79,13,1.0,True
2020-10-24,2020,10,2020-10-19,Christmas,78.0,62,78.0,67,78.0,63,12,1.0161,False
2020-10-25,2020,10,2020-10-19,Christmas,78.0,49,78.0,56,78.0,53,8,1.0816,False
2020-10-26,2020,10,2020-10-26,Christmas,78.0,64,78.0,69,78.0,62,10,0.9688,False
2020-10-27,2020,10,2020-10-26,Christmas,78.0,65,78.0,74,78.0,71,4,1.0923,False
2020-10-28,2020,10,2020-10-26,Christmas,78.0,77,78.0,82,78.0,74,7,0.961,False
2020-10-29,2020,10,2020-10-26,Christmas,78.0,72,78.0,82,78.0,80,0,1.1111,True
2020-10-30,2020,10,2020-10-26,Christmas,78.0,82,78.0,75,78.0,72,10,0.878,False
2020-10-31,2020,10,2020-10-26,Christmas,78.0,58,78.0,67,78.0,65,3,1.1207,False
2020-11-01,2020,11,2020-10-26,Christmas,78.0,86,78.0,85,78.0,81,8,0.9419,True
2020-11-02,2020,11,2020-11-02,Christmas,78.0,64,78.0,70,78.0,67,5,1.0469,False
2020-11-03,2020,11,2020-11-02,Christmas,78.0,81,78.0,86,78.0,79,7,0.9753,True
2020-11-04,2020,11,2020-11-02,Christmas,78.0,71,78.0,73,78.0,67,11,0.9437,False
2020-11-05,2020,11,2020-11-02,Christmas,78.0,63,78.0,70,78.0,66,8,1.0476,False
2020-11-06,2020,11,2020-11-02,Christmas,78.0,84,78.0,87,78.0,82,10,0.9762,True
2020-11-07,2020,11,2020-11-02,Christmas,78.0,63,78.0,72,78.0,69,4,1.0952,False
2020-11-08,2020,11,2020-11-02,Christmas,78.0,65,78.0,66,78.0,63,6,0.9692,False
2020-11-09,2020,11,2020-11-09,Christmas,78.0,77,78.0,82,78.0,76,7,0.987,False
2020-11-10,2020,11,2020-11-09,Christmas,78.0,61,78.0,68,78.0,64,4,1.0492,False
2020-11-11,2020,11,2020-11-09,Christmas,78.0,71,78.0,67,78.0,64,11,0.9014,False
2020-11-12,2020,11,2020-11-09,Christmas,78.0,98,78.0,104,78.0,92,17,0.9388,True
2020-11-13,2020,11,2020-11-09,Christmas,78.0,78,78.0,85,78.0,82,13,1.0513,True
2020-11-14,2020,11,2020-11-09,Christmas,78.0,57,78.0,65,78.0,59,11,1.0351,False
2020-11-15,2020,11,2020-11-09,Christmas,78.0,72,78.0,77,78.0,73,10,1.0139,False
2020-11-16,2020,11,2020-11-16,Christmas,78.0,71,78.0,73,78.0,67,14,0.9437,False
2020-11-17,2020,11,2020-11-16,Christmas,78.0,76,78.0,85,78.0,82,8,1.0789,True
2020-11-18,2020,11,2020-11-16,Christmas,78.0,78,78.0,81,78.0,77,9,0.9872,False
2020-11-19,2020,11,2020-11-16,Christmas,78.0,91,78.0,87,78.0,82,18,0.9011,True
2020-11-20,2020,11,2020-11-16,Christmas,78.0,81,78.0,88,78.0,87,12,1.0741,True
2020-11-21,2020,11,2020-11-16,Christmas,78.0,74,78.0,81,78.0,75,11,1.0135,False
2020-11-22,2020,11,2020-11-16,Christmas,78.0,78,78.0,87,78.0,77,12,0.9872,False
2020-11-23,2020,11,2020-11-23,Christmas,78.0,86,78.0,88,78.0,81,17,0.9419,True
2020-11-24,2020,11,2020-11-23,Christmas,78.0,84,78.0,92,78.0,84,17,1.0,True
2020-11-25,2020,11,2020-11-23,Christmas,78.0,61,78.0,71,78.0,67,11,1.0984,False
2020-11-26,2020,11,2020-11-23,Christmas,78.0,81,78.0,85,78.0,79,13,0.9753,True
2020-11-27,2020,11,2020-11-23,Christmas,78.0,82,78.0,94,78.0,91,4,1.1098,True
2020-11-28,2020,11,2020-11-23,Christmas,78.0,61,78.0,62,78.0,56,9,0.918,False
2020-11-29,2020,11,2020-11-23,Christmas,78.0,63,78.0,72,78.0,69,3,1.0952,False
2020-11-30,2020,11,2020-11-30,Christmas,78.0,73,78.0,76,78.0,70,6,0.9589,False
2020-12-01,2020,12,2020-11-30,Christmas,78.0,85,78.0,86,78.0,84,7,0.9882,True
2020-12-02,2020,12,2020-11-30,Christmas,78.0,71,78.0,76,78.0,71,7,1.0,False
2020-12-03,2020,12,2020-11-30,Christmas,78.0,88,78.0,90,78.0,85,10,0.9659,True
2020-12-04,2020,12,2020-11-30,Christmas,78.0,71,78.0,74,78.0,69,12,0.9718,False
2020-12-05,2020,12,2020-11-30,Christmas,78.0,70,78.0,80,78.0,76,6,1.0857,False
2020-12-06,2020,12,2020-11-30,Christmas,78.0,76,78.0,80,78.0,75,7,0.9868,False
2020-12-07,2020,12,2020-12-07,Christmas,78.0,80,78.0,84,78.0,80,7,1.0,True
2020-12-08,2020,12,2020-12-07,Christmas,78.0,86,78.0,89,78.0,84,9,0.9767,True
2020-12-09,2020,12,2020-12-07,Christmas,78.0,68,78.0,77,78.0,74,3,1.0882,False
2020-12-10,2020,12,2020-12-07,Christmas,78.0,68,78.0,75,78.0,69,2,1.0147,False
2020-12-11,2020,12,2020-12-07,Christmas,78.0,83,78.0,80,78.0,80,5,0.9639,True
2020-12-12,2020,12,2020-12-07,Christmas,78.0,68,78.0,70,78.0,65,8,0.9559,False
2020-12-13,2020,12,2020-12-07,Christmas,78.0,77,78.0,84,78.0,78,7,1.013,True
2020-12-14,2020,12,2020-12-14,Christmas,78.0,91,78.0,96,78.0,91,7,1.0,True
2020-12-15,2020,12,2020-12-14,Christmas,78.0,95,78.0,97,78.0,91,11,0.9579,True
2020-12-16,2020,12,2020-12-14,Christmas,78.0,68,78.0,74,78.0,70,9,1.0294,False
2020-12-17,2020,12,2020-12-14,Christmas,78.0,66,78.0,76,78.0,69,6,1.0455,False
2020-12-18,2020,12,2020-12-14,Christmas,78.0,89,78.0,93,78.0,85,10,0.9551,True
2020-12-19,2020,12,2020-12-14,Christmas,78.0,66,78.0,68,78.0,65,11,0.9848,False
2020-12-20,2020,12,2020-12-14,Christmas,78.0,49,78.0,59,78.0,55,5,1.1224,False
2020-12-21,2020,12,2020-12-21,Christmas,78.0,79,78.0,78,78.0,72,12,0.9114,False
2020-12-22,2020,12,2020-12-21,Christmas,78.0,74,78.0,75,78.0,69,17,0.9324,False
2020-12-23,2020,12,2020-12-21,Christmas,78.0,68,78.0,73,78.0,73,12,1.0735,False
2020-12-24,2020,12,2020-12-21,Christmas,78.0,67,78.0,72,78.0,66,13,0.9851,False
2020-12-25,2020,12,2020-12-21,Christmas,78.0,67,78.0,72,78.0,70,10,1.0448,False
2020-12-26,2020,12,2020-12-21,Christmas,78.0,70,78.0,77,78.0,72,8,1.0286,False
2020-12-27,2020,12,2020-12-21,Christmas,78.0,69,78.0,75,78.0,68,9,0.9855,False
2020-12-28,2020,12,2020-12-28,Christmas,78.0,72,78.0,79,78.0,74,7,1.0278,False
2020-12-29,2020,12,2020-12-28,Christmas,78.0,76,78.0,85,78.0,79,4,1.0395,True
2020-12-30,2020,12,2020-12-28,Christmas,78.0,81,78.0,85,78.0,85,0,1.0494,True
2020-12-31,2020,12,2020-12-28,Christmas,78.0,68,78.0,62,78.0,58,10,0.8529,False
2021-01-01,2021,1,2020-12-28,Christmas,82.0,72,82.0,77,82.0,75,7,1.0417,False
2021-01-02,2021,1,2020-12-28,Christmas,82.0,71,82.0,74,82.0,69,9,0.9718,False
2021-01-03,2021,1,2020-12-28,Christmas,82.0,65,82.0,71,82.0,67,7,1.0308,False
2021-01-04,2021,1,2021-01-04,Christmas,82.0,94,82.0,95,82.0,87,14,0.9255,True
2021-01-05,2021,1,2021-01-04,Christmas,82.0,77,82.0,78,82.0,72,19,0.9351,False
2021-01-06,2021,1,2021-01-04,Christmas,82.0,98,82.0,99,82.0,94,23,0.9592,True
2021-01-07,2021,1,2021-01-04,Christmas,82.0,86,82.0,93,82.0,91,18,1.0581,True
2021-01-08,2021,1,2021-01-04,Normal,44.0,38,44.0,42,44.0,39,17,1.0263,False
2021-01-09,2021,1,2021-01-04,Normal,44.0,33,44.0,39,44.0,36,14,1.0909,False
2021-01-10,2021,1,2021-01-04,Normal,44.0,33,44.0,41,44.0,38,9,1.1515,False
2021-01-11,2021,1,2021-01-11,Normal,44.0,41,44.0,49,44.0,48,2,1.1707,True
2021-01-12,2021,1,2021-01-11,Normal,44.0,41,44.0,42,44.0,41,2,1.0,False
2021-01-13,2021,1,2021-01-11,Normal,44.0,38,44.0,41,44.0,40,0,1.0526,False
2021-01-14,2021,1,2021-01-11,Normal,44.0,45,44.0,43,44.0,42,3,0.9333,False
2021-01-15,2021,1,2021-01-11,Normal,44.0,38,44.0,40,44.0,37,4,0.9737,False
2021-01-16,2021,1,2021-01-11,Normal,44.0,35,44.0,36,44.0,34,5,0.9714,False
2021-01-17,2021,1,2021-01-11,Normal,44.0,35,44.0,38,44.0,38,2,1.0857,False
2021-01-18,2021,1,2021-01-18,Normal,44.0,48,44.0,48,44.0,46,4,0.9583,True
2021-01-19,2021,1,2021-01-18,Normal,44.0,48,44.0,49,44.0,47,5,0.9792,True
2021-01-20,2021,1,2021-01-18,Normal,44.0,45,44.0,49,44.0,48,2,1.0667,True
2021-01-21,2021,1,2021-01-18,Normal,44.0,42,44.0,42,44.0,41,3,0.9762,False
2021-01-22,2021,1,2021-01-18,Normal,44.0,42,44.0,44,44.0,44,1,1.0476,True
2021-01-23,2021,1,2021-01-18,Normal,44.0,48,44.0,45,44.0,45,4,0.9375,True
2021-01-24,2021,1,2021-01-18,Normal,44.0,44,44.0,47,44.0,47,1,1.0682,True
2021-01-25,2021,1,2021-01-25,Normal,44.0,52,44.0,47,44.0,45,8,0.8654,True
2021-01-26,2021,1,2021-01-25,Normal,44.0,42,44.0,51,44.0,48,2,1.1429,True
2021-01-27,2021,1,2021-01-25,Normal,44.0,46,44.0,45,44.0,44,4,0.9565,True
2021-01-28,2021,1,2021-01-25,Normal,44.0,45,44.0,47,44.0,45,4,1.0,True
2021-01-29,2021,1,2021-01-25,Normal,44.0,34,44.0,38,44.0,38,0,1.1176,False
2021-01-30,2021,1,2021-01-25,Normal,44.0,30,44.0,28,44.0,27,3,0.9,False
2021-01-31,2021,1,2021-01-25,Normal,44.0,34,44.0,33,44.0,33,4,0.9706,False
2021-02-01,2021,2,2021-02-01,Normal,44.0,54,44.0,55,44.0,53,5,0.9815,True
2021-02-02,2021,2,2021-02-01,Normal,44.0,34,44.0,39,44.0,37,2,1.0882,False
2021-02-03,2021,2,2021-02-01,Normal,44.0,43,44.0,45,44.0,41,4,0.9535,False
2021-02-04,2021,2,2021-02-01,Normal,44.0,36,44.0,37,44.0,34,6,0.9444,False
2021-02-05,2021,2,2021-02-01,Normal,44.0,37,44.0,43,44.0,41,2,1.1081,False
2021-02-06,2021,2,2021-02-01,Normal,44.0,41,44.0,43,44.0,42,1,1.0244,False
2021-02-07,2021,2,2021-02-01,Normal,44.0,33,44.0,34,44.0,34,0,1.0303,False
2021-02-08,2021,2,2021-02-08,Normal,44.0,42,44.0,42,44.0,38,4,0.9048,False
2021-02-09,2021,2,2021-02-08,Normal,44.0,45,44.0,49,44.0,46,3,1.0222,True
2021-02-10,2021,2,2021-02-08,Normal,44.0,48,44.0,52,44.0,49,2,1.0208,True
2021-02-11,2021,2,2021-02-08,Normal,44.0,39,44.0,41,44.0,38,3,0.9744,False
2021-02-12,2021,2,2021-02-08,Normal,44.0,35,44.0,36,44.0,36,2,1.0286,False
2021-02-13,2021,2,2021-02-08,Normal,44.0,27,44.0,28,44.0,27,2,1.0,False
2021-02-14,2021,2,2021-02-08,Normal,44.0,54,44.0,55,44.0,54,2,1.0,True
2021-02-15,2021,2,2021-02-15,Normal,44.0,41,44.0,40,44.0,38,5,0.9268,False
2021-02-16,2021,2,2021-02-15,Normal,44.0,50,44.0,54,44.0,52,3,1.04,True
2021-02-17,2021,2,2021-02-15,Normal,44.0,47,44.0,51,44.0,48,2,1.0213,True
2021-02-18,2021,2,2021-02-15,Normal,44.0,55,44.0,55,44.0,52,5,0.9455,True
2021-02-19,2021,2,2021-02-15,Normal,44.0,41,44.0,45,44.0,43,3,1.0488,False
2021-02-20,2021,2,2021-02-15,Easter,58.0,50,58.0,48,58.0,48,5,0.96,False
2021-02-21,2021,2,2021-02-15,Easter,58.0,50,58.0,52,58.0,52,3,1.04,False
2021-02-22,2021,2,2021-02-22,Easter,58.0,48,58.0,50,58.0,47,4,0.9792,False
2021-02-23,2021,2,2021-02-22,Easter,58.0,64,58.0,65,58.0,60,8,0.9375,True
2021-02-24,2021,2,2021-02-22,Easter,58.0,47,58.0,56,58.0,56,0,1.1915,False
2021-02-25,2021,2,2021-02-22,Easter,58.0,52,58.0,55,58.0,53,0,1.0192,False
2021-02-26,2021,2,2021-02-22,Easter,58.0,60,58.0,62,58.0,58,2,0.9667,True
2021-02-27,2021,2,2021-02-22,Easter,58.0,61,58.0,60,58.0,58,5,0.9508,True
2021-02-28,2021,2,2021-02-22,Easter,58.0,55,58.0,60,58.0,58,2,1.0545,True
2021-03-01,2021,3,2021-03-01,Easter,58.0,43,58.0,41,58.0,39,6,0.907,False
2021-03-02,2021,3,2021-03-01,Easter,58.0,56,58.0,59,58.0,59,3,1.0536,True
2021-03-03,2021,3,2021-03-01,Easter,58.0,76,58.0,84,58.0,80,0,1.0526,True
2021-03-04,2021,3,2021-03-01,Easter,58.0,49,58.0,52,58.0,52,0,1.0612,False
2021-03-05,2021,3,2021-03-01,Easter,58.0,45,58.0,43,58.0,42,3,0.9333,False
2021-03-06,2021,3,2021-03-01,Easter,58.0,55,58.0,61,58.0,58,0,1.0545,True
2021-03-07,2021,3,2021-03-01,Easter,58.0,42,58.0,40,58.0,38,4,0.9048,False
2021-03-08,2021,3,2021-03-08,Easter,58.0,46,58.0,47,58.0,45,5,0.9783,False
2021-03-09,2021,3,2021-03-08,Easter,58.0,70,58.0,72,58.0,67,8,0.9571,True
2021-03-10,2021,3,2021-03-08,Easter,58.0,66,58.0,73,58.0,73,1,1.1061,True
2021-03-11,2021,3,2021-03-08,Easter,58.0,61,58.0,63,58.0,63,0,1.0328,True
2021-03-12,2021,3,2021-03-08,Easter,58.0,52,58.0,50,58.0,47,5,0.9038,False
2021-03-13,2021,3,2021-03-08,Easter,58.0,47,58.0,46,58.0,44,8,0.9362,False
2021-03-14,2021,3,2021-03-08,Easter,58.0,51,58.0,58,58.0,58,1,1.1373,True
2021-03-15,2021,3,2021-03-15,Easter,58.0,59,58.0,57,58.0,56,4,0.9492,False
2021-03-16,2021,3,2021-03-15,Easter,58.0,52,58.0,56,58.0,51,5,0.9808,False
2021-03-17,2021,3,2021-03-15,Easter,58.0,58,58.0,62,58.0,61,2,1.0517,True
2021-03-18,2021,3,2021-03-15,Easter,58.0,50,58.0,52,58.0,52,0,1.04,False
2021-03-19,2021,3,2021-03-15,Easter,58.0,52,58.0,49,58.0,48,4,0.9231,False
2021-03-20,2021,3,2021-03-15,Easter,58.0,46,58.0,52,58.0,48,2,1.0435,False
2021-03-21,2021,3,2021-03-15,Easter,58.0,41,58.0,38,58.0,38,5,0.9268,False
2021-03-22,2021,3,2021-03-22,Easter,58.0,48,58.0,50,58.0,47,6,0.9792,False
2021-03-23,2021,3,2021-03-22,Easter,58.0,60,58.0,70,58.0,65,1,1.0833,True
2021-03-24,2021,3,2021-03-22,Easter,58.0,65,58.0,66,58.0,62,4,0.9538,True
2021-03-25,2021,3,2021-03-22,Easter,58.0,48,58.0,54,58.0,50,2,1.0417,False
2021-03-26,2021,3,2021-03-22,Easter,58.0,64,58.0,66,58.0,64,2,1.0,True
2021-03-27,2021,3,2021-03-22,Easter,58.0,47,58.0,47,58.0,45,4,0.9574,False
2021-03-28,2021,3,2021-03-22,Easter,58.0,57,58.0,60,58.0,58,3,1.0175,True
2021-03-29,2021,3,2021-03-29,Easter,58.0,54,58.0,52,58.0,52,5,0.963,False
2021-03-30,2021,3,2021-03-29,Easter,58.0,51,58.0,57,58.0,55,1,1.0784,False
2021-03-31,2021,3,2021-03-29,Easter,58.0,69,58.0,73,58.0,72,0,1.0435,True
2021-04-01,2021,4,2021-03-29,Easter,58.0,69,58.0,68,58.0,65,4,0.942,True
2021-04-02,2021,4,2021-03-29,Easter,58.0,62,58.0,66,58.0,65,1,1.0484,True
2021-04-03,2021,4,2021-03-29,Easter,58.0,63,58.0,64,58.0,63,1,1.0,True
2021-04-04,2021,4,2021-03-29,Easter,58.0,54,58.0,53,58.0,49,6,0.9074,False
2021-04-05,2021,4,2021-04-05,Easter,58.0,56,58.0,62,58.0,59,3,1.0536,True
2021-04-06,2021,4,2021-04-05,Easter,58.0,55,58.0,56,58.0,53,5,0.9636,False
2021-04-07,2021,4,2021-04-05,Easter,58.0,54,58.0,58,58.0,57,2,1.0556,False
2021-04-08,2021,4,2021-04-05,Normal,44.0,44,44.0,43,44.0,41,5,0.9318,False
2021-04-09,2021,4,2021-04-05,Normal,44.0,41,44.0,46,44.0,45,1,1.0976,True
2021-04-10,2021,4,2021-04-05,Normal,44.0,42,44.0,43,44.0,41,2,0.9762,False
2021-04-11,2021,4,2021-04-05,Normal,44.0,35,44.0,36,44.0,36,1,1.0286,False
2021-04-12,2021,4,2021-04-12,Normal,44.0,51,44.0,49,44.0,48,4,0.9412,True
2021-04-13,2021,4,2021-04-12,Normal,44.0,49,44.0,53,44.0,51,2,1.0408,True
2021-04-14,2021,4,2021-04-12,Normal,44.0,40,44.0,39,44.0,37,5,0.925,False
2021-04-15,2021,4,2021-04-12,Normal,44.0,41,44.0,46,44.0,44,2,1.0732,True
2021-04-16,2021,4,2021-04-12,Normal,44.0,32,44.0,31,44.0,31,3,0.9688,False
2021-04-17,2021,4,2021-04-12,Normal,44.0,36,44.0,39,44.0,37,2,1.0278,False
2021-04-18,2021,4,2021-04-12,Normal,44.0,48,44.0,46,44.0,44,6,0.9167,True
2021-04-19,2021,4,2021-04-19,Normal,44.0,35,44.0,40,44.0,39,2,1.1143,False
2021-04-20,2021,4,2021-04-19,Normal,44.0,46,44.0,46,44.0,44,4,0.9565,True
2021-04-21,2021,4,2021-04-19,Normal,44.0,52,44.0,55,44.0,53,3,1.0192,True
2021-04-22,2021,4,2021-04-19,Normal,44.0,34,44.0,34,44.0,32,5,0.9412,False
2021-04-23,2021,4,2021-04-19,Normal,44.0,39,44.0,40,44.0,39,5,1.0,False
2021-04-24,2021,4,2021-04-19,Normal,44.0,34,44.0,36,44.0,34,5,1.0,False
2021-04-25,2021,4,2021-04-19,Normal,44.0,29,44.0,33,44.0,33,1,1.1379,False
2021-04-26,2021,4,2021-04-26,Normal,44.0,52,44.0,55,44.0,53,0,1.0192,True
2021-04-27,2021,4,2021-04-26,Normal,44.0,40,44.0,36,44.0,33,7,0.825,False
2021-04-28,2021,4,2021-04-26,Normal,44.0,44,44.0,51,44.0,51,0,1.1591,True
2021-04-29,2021,4,2021-04-26,Normal,44.0,27,44.0,26,44.0,25,2,0.9259,False
2021-04-30,2021,4,2021-04-26,Normal,44.0,42,44.0,45,44.0,42,2,1.0,False
2021-05-01,2021,5,2021-04-26,Normal,44.0,40,44.0,40,44.0,38,4,0.95,False
2021-05-02,2021,5,2021-04-26,Normal,44.0,44,44.0,46,44.0,44,4,1.0,True
2021-05-03,2021,5,2021-05-03,Normal,44.0,41,44.0,43,44.0,40,5,0.9756,False
2021-05-04,2021,5,2021-05-03,Normal,44.0,48,44.0,49,44.0,49,4,1.0208,True
2021-05-05,2021,5,2021-05-03,Normal,44.0,36,44.0,39,44.0,37,3,1.0278,False
2021-05-06,2021,5,2021-05-03,Normal,44.0,38,44.0,41,44.0,40,1,1.0526,False
2021-05-07,2021,5,2021-05-03,Normal,44.0,41,44.0,39,44.0,39,3,0.9512,False
2021-05-08,2021,5,2021-05-03,Normal,44.0,33,44.0,36,44.0,34,2,1.0303,False
2021-05-09,2021,5,2021-05-03,Normal,44.0,37,44.0,38,44.0,37,2,1.0,False
2021-05-10,2021,5,2021-05-10,Normal,44.0,41,44.0,42,44.0,41,2,1.0,False
2021-05-11,2021,5,2021-05-10,Normal,44.0,42,44.0,45,44.0,43,1,1.0238,False
2021-05-12,2021,5,2021-05-10,Normal,44.0,38,44.0,38,44.0,38,1,1.0,False
2021-05-13,2021,5,2021-05-10,Normal,44.0,44,44.0,47,44.0,46,0,1.0455,True
2021-05-14,2021,5,2021-05-10,Normal,44.0,39,44.0,38,44.0,38,1,0.9744,False
2021-05-15,2021,5,2021-05-10,Normal,44.0,34,44.0,33,44.0,31,4,0.9118,False
2021-05-16,2021,5,2021-05-10,Normal,44.0,34,44.0,37,44.0,35,3,1.0294,False
2021-05-17,2021,5,2021-05-17,Normal,44.0,45,44.0,46,44.0,44,4,0.9778,True
2021-05-18,2021,5,2021-05-17,Normal,44.0,43,44.0,46,44.0,45,2,1.0465,True
2021-05-19,2021,5,2021-05-17,Normal,44.0,40,44.0,44,44.0,44,0,1.1,True
2021-05-20,2021,5,2021-05-17,Normal,44.0,56,44.0,52,44.0,51,5,0.9107,True
2021-05-21,2021,5,2021-05-17,Normal,44.0,41,44.0,46,44.0,44,2,1.0732,True
2021-05-22,2021,5,2021-05-17,Normal,44.0,33,44.0,35,44.0,33,2,1.0,False
2021-05-23,2021,5,2021-05-17,Normal,44.0,37,44.0,40,44.0,39,0,1.0541,False
2021-05-24,2021,5,2021-05-24,Normal,44.0,39,44.0,37,44.0,35,4,0.8974,False
2021-05-25,2021,5,2021-05-24,Normal,44.0,50,44.0,51,44.0,49,5,0.98,True
2021-05-26,2021,5,2021-05-24,Normal,44.0,43,44.0,46,44.0,43,5,1.0,False
2021-05-27,2021,5,2021-05-24,Normal,44.0,40,44.0,42,44.0,40,5,1.0,False
2021-05-28,2021,5,2021-05-24,Normal,44.0,48,44.0,50,44.0,50,3,1.0417,True
2021-05-29,2021,5,2021-05-24,Normal,44.0,25,44.0,27,44.0,26,2,1.04,False
2021-05-30,2021,5,2021-05-24,Normal,44.0,38,44.0,41,44.0,38,2,1.0,False
2021-05-31,2021,5,2021-05-31,Normal,44.0,46,44.0,48,44.0,46,2,1.0,True
2021-06-01,2021,6,2021-05-31,Normal,44.0,38,44.0,40,44.0,40,0,1.0526,False
2021-06-02,2021,6,2021-05-31,Normal,44.0,46,44.0,44,44.0,40,6,0.8696,False
2021-06-03,2021,6,2021-05-31,Normal,44.0,50,44.0,54,44.0,52,4,1.04,True
2021-06-04,2021,6,2021-05-31,Normal,44.0,45,44.0,50,44.0,48,1,1.0667,True
2021-06-05,2021,6,2021-05-31,Normal,44.0,35,44.0,34,44.0,32,4,0.9143,False
2021-06-06,2021,6,2021-05-31,Normal,44.0,42,44.0,42,44.0,40,6,0.9524,False
2021-06-07,2021,6,2021-06-07,Normal,44.0,42,44.0,48,44.0,46,2,1.0952,True
2021-06-08,2021,6,2021-06-07,Normal,44.0,42,44.0,45,44.0,43,1,1.0238,False
2021-06-09,2021,6,2021-06-07,Normal,44.0,41,44.0,41,44.0,39,3,0.9512,False
2021-06-10,2021,6,2021-06-07,Normal,44.0,48,44.0,49,44.0,47,4,0.9792,True
2021-06-11,2021,6,2021-06-07,Normal,44.0,42,44.0,45,44.0,44,2,1.0476,True
2021-06-12,2021,6,2021-06-07,Normal,44.0,41,44.0,42,44.0,42,1,1.0244,False
2021-06-13,2021,6,2021-06-07,Normal,44.0,44,44.0,40,44.0,39,6,0.8864,False
2021-06-14,2021,6,2021-06-14,Normal,44.0,40,44.0,42,44.0,40,6,1.0,False
2021-06-15,2021,6,2021-06-14,Normal,44.0,44,44.0,48,44.0,47,3,1.0682,True
2021-06-16,2021,6,2021-06-14,Normal,44.0,40,44.0,41,44.0,40,3,1.0,False
2021-06-17,2021,6,2021-06-14,Normal,44.0,54,44.0,52,44.0,52,5,0.963,True
2021-06-18,2021,6,2021-06-14,Normal,44.0,44,44.0,48,44.0,45,4,1.0227,True
2021-06-19,2021,6,2021-06-14,Normal,44.0,39,44.0,41,44.0,38,5,0.9744,False
2021-06-20,2021,6,2021-06-14,Normal,44.0,34,44.0,38,44.0,37,2,1.0882,False
2021-06-21,2021,6,2021-06-21,Normal,44.0,45,44.0,43,44.0,41,6,0.9111,False
2021-06-22,2021,6,2021-06-21,Normal,44.0,45,44.0,50,44.0,48,3,1.0667,True
2021-06-23,2021,6,2021-06-21,Normal,44.0,41,44.0,43,44.0,43,1,1.0488,False
2021-06-24,2021,6,2021-06-21,Normal,44.0,38,44.0,38,44.0,38,1,1.0,False
2021-06-25,2021,6,2021-06-21,Normal,44.0,45,44.0,48,44.0,47,0,1.0444,True
2021-06-26,2021,6,2021-06-21,Normal,44.0,53,44.0,53,44.0,51,2,0.9623,True
2021-06-27,2021,6,2021-06-21,Normal,44.0,33,44.0,32,44.0,30,5,0.9091,False
2021-06-28,2021,6,2021-06-28,Normal,44.0,43,44.0,49,44.0,48,0,1.1163,True
2021-06-29,2021,6,2021-06-28,Normal,44.0,49,44.0,47,44.0,47,2,0.9592,True
2021-06-30,2021,6,2021-06-28,Normal,44.0,41,44.0,40,44.0,39,4,0.9512,False
2021-07-01,2021,7,2021-06-28,Normal,44.0,38,44.0,41,44.0,39,3,1.0263,False
2021-07-02,2021,7,2021-06-28,Normal,44.0,39,44.0,41,44.0,40,2,1.0256,False
2021-07-03,2021,7,2021-06-28,Normal,44.0,41,44.0,39,44.0,37,6,0.9024,False
2021-07-04,2021,7,2021-06-28,Normal,44.0,36,44.0,42,44.0,39,3,1.0833,False
2021-07-05,2021,7,2021-07-05,Normal,44.0,39,44.0,42,44.0,39,3,1.0,False
2021-07-06,2021,7,2021-07-05,Normal,44.0,38,44.0,38,44.0,36,5,0.9474,False
2021-07-07,2021,7,2021-07-05,Normal,44.0,56,44.0,58,44.0,57,4,1.0179,True
