calendar_date,year,month,day_of_month,iso_week,week_start_date,day_of_week,season_window,season_multiplier,is_christmas_window,is_easter_window,is_weekend
2020-11-25,2020,11,25,48,2020-11-23,Wednesday,Christmas,1.85,True,False,False
2020-11-26,2020,11,26,48,2020-11-23,Thursday,Christmas,1.85,True,False,False
2020-11-27,2020,11,27,48,2020-11-23,Friday,Christmas,1.85,True,False,False
2020-11-28,2020,11,28,48,2020-11-23,Saturday,Christmas,1.85,True,False,True
2020-11-29,2020,11,29,48,2020-11-23,Sunday,Christmas,1.85,True,False,True
2020-11-30,2020,11,30,49,2020-11-30,Monday,Christmas,1.85,True,False,False
2020-12-01,2020,12,1,49,2020-11-30,Tuesday,Christmas,1.85,True,False,False
2020-12-02,2020,12,2,49,2020-11-30,Wednesday,Christmas,1.85,True,False,False
2020-12-03,2020,12,3,49,2020-11-30,Thursday,Christmas,1.85,True,False,False
2020-12-04,2020,12,4,49,2020-11-30,Friday,Christmas,1.85,True,False,False
2020-12-05,2020,12,5,49,2020-11-30,Saturday,Christmas,1.85,True,False,True
2020-12-06,2020,12,6,49,2020-11-30,Sunday,Christmas,1.85,True,False,True
2020-12-07,2020,12,7,50,2020-12-07,Monday,Christmas,1.85,True,False,False
2020-12-08,2020,12,8,50,2020-12-07,Tuesday,Christmas,1.85,True,False,False
2020-12-09,2020,12,9,50,2020-12-07,Wednesday,Christmas,1.85,True,False,False
2020-12-10,2020,12,10,50,2020-12-07,Thursday,Christmas,1.85,True,False,False
2020-12-11,2020,12,11,50,2020-12-07,Friday,Christmas,1.85,True,False,False
2020-12-12,2020,12,12,50,2020-12-07,Saturday,Christmas,1.85,True,False,True
2020-12-13,2020,12,13,50,2020-12-07,Sunday,Christmas,1.85,True,False,True
2020-12-14,2020,12,14,51,2020-12-14,Monday,Christmas,1.85,True,False,False
2020-12-15,2020,12,15,51,2020-12-14,Tuesday,Christmas,1.85,True,False,False
2020-12-16,2020,12,16,51,2020-12-14,Wednesday,Christmas,1.85,True,False,False
2020-12-17,2020,12,17,51,2020-12-14,Thursday,Christmas,1.85,True,False,False
2020-12-18,2020,12,18,51,2020-12-14,Friday,Christmas,1.85,True,False,False
2020-12-19,2020,12,19,51,2020-12-14,Saturday,Christmas,1.85,True,False,True
2020-12-20,2020,12,20,51,2020-12-14,Sunday,Christmas,1.85,True,False,True
2020-12-21,2020,12,21,52,2020-12-21,Monday,Christmas,1.85,True,False,False
2020-12-22,2020,12,22,52,2020-12-21,Tuesday,Christmas,1.85,True,False,False
2020-12-23,2020,12,23,52,2020-12-21,Wednesday,Christmas,1.85,True,False,False
2020-12-24,2020,12,24,52,2020-12-21,Thursday,Christmas,1.85,True,False,False
2020-12-25,2020,12,25,52,2020-12-21,Friday,Christmas,1.85,True,False,False
2020-12-26,2020,12,26,52,2020-12-21,Saturday,Christmas,1.85,True,False,True
2020-12-27,2020,12,27,52,2020-12-21,Sunday,Christmas,1.85,True,False,True
2020-12-28,2020,12,28,53,2020-12-28,Monday,Christmas,1.85,True,False,False
2020-12-29,2020,12,29,53,2020-12-28,Tuesday,Christmas,1.85,True,False,False
2020-12-30,2020,12,30,53,2020-12-28,Wednesday,Christmas,1.85,True,False,False
2020-12-31,2020,12,31,53,2020-12-28,Thursday,Christmas,1.85,True,False,False
2021-01-01,2021,1,1,53,2020-12-28,Friday,Christmas,1.85,True,False,False
2021-01-02,2021,1,2,53,2020-12-28,Saturday,Christmas,1.85,True,False,True
2021-01-03,2021,1,3,53,2020-12-28,Sunday,Christmas,1.85,True,False,True
2021-01-04,2021,1,4,1,2021-01-04,Monday,Christmas,1.85,True,False,False
2021-01-05,2021,1,5,1,2021-01-04,Tuesday,Christmas,1.85,True,False,False
2021-01-06,2021,1,6,1,2021-01-04,Wednesday,Christmas,1.85,True,False,False
2021-01-07,2021,1,7,1,2021-01-04,Thursday,Christmas,1.85,True,False,False
2021-01-08,2021,1,8,1,2021-01-04,Friday,Normal,1.0,False,False,False
2021-01-09,2021,1,9,1,2021-01-04,Saturday,Normal,1.0,False,False,True
2021-01-10,2021,1,10,1,2021-01-04,Sunday,Normal,1.0,False,False,True
2021-01-11,2021,1,11,2,2021-01-11,Monday,Normal,1.0,False,False,False
2021-01-12,2021,1,12,2,2021-01-11,Tuesday,Normal,1.0,False,False,False
2021-01-13,2021,1,13,2,2021-01-11,Wednesday,Normal,1.0,False,False,False
2021-01-14,2021,1,14,2,2021-01-11,Thursday,Normal,1.0,False,False,False
2021-01-15,2021,1,15,2,2021-01-11,Friday,Normal,1.0,False,False,False
2021-01-16,2021,1,16,2,2021-01-11,Saturday,Normal,1.0,False,False,True
2021-01-17,2021,1,17,2,2021-01-11,Sunday,Normal,1.0,False,False,True
2021-01-18,2021,1,18,3,2021-01-18,Monday,Normal,1.0,False,False,False
2021-01-19,2021,1,19,3,2021-01-18,Tuesday,Normal,1.0,False,False,False
2021-01-20,2021,1,20,3,2021-01-18,Wednesday,Normal,1.0,False,False,False
2021-01-21,2021,1,21,3,2021-01-18,Thursday,Normal,1.0,False,False,False
2021-01-22,2021,1,22,3,2021-01-18,Friday,Normal,1.0,False,False,False
2021-01-23,2021,1,23,3,2021-01-18,Saturday,Normal,1.0,False,False,True
2021-01-24,2021,1,24,3,2021-01-18,Sunday,Normal,1.0,False,False,True
2021-01-25,2021,1,25,4,2021-01-25,Monday,Normal,1.0,False,False,False
2021-01-26,2021,1,26,4,2021-01-25,Tuesday,Normal,1.0,False,False,False
2021-01-27,2021,1,27,4,2021-01-25,Wednesday,Normal,1.0,False,False,False
2021-01-28,2021,1,28,4,2021-01-25,Thursday,Normal,1.0,False,False,False
2021-01-29,2021,1,29,4,2021-01-25,Friday,Normal,1.0,False,False,False
2021-01-30,2021,1,30,4,2021-01-25,Saturday,Normal,1.0,False,False,True
2021-01-31,2021,1,31,4,2021-01-25,Sunday,Normal,1.0,False,False,True
2021-02-01,2021,2,1,5,2021-02-01,Monday,Normal,1.0,False,False,False
2021-02-02,2021,2,2,5,2021-02-01,Tuesday,Normal,1.0,False,False,False
2021-02-03,2021,2,3,5,2021-02-01,Wednesday,Normal,1.0,False,False,False
2021-02-04,2021,2,4,5,2021-02-01,Thursday,Normal,1.0,False,False,False
2021-02-05,2021,2,5,5,2021-02-01,Friday,Normal,1.0,False,False,False
2021-02-06,2021,2,6,5,2021-02-01,Saturday,Normal,1.0,False,False,True
2021-02-07,2021,2,7,5,2021-02-01,Sunday,Normal,1.0,False,False,True
2021-02-08,2021,2,8,6,2021-02-08,Monday,Normal,1.0,False,False,False
2021-02-09,2021,2,9,6,2021-02-08,Tuesday,Normal,1.0,False,False,False
2021-02-10,2021,2,10,6,2021-02-08,Wednesday,Normal,1.0,False,False,False
2021-02-11,2021,2,11,6,2021-02-08,Thursday,Normal,1.0,False,False,False
2021-02-12,2021,2,12,6,2021-02-08,Friday,Normal,1.0,False,False,False
2021-02-13,2021,2,13,6,2021-02-08,Saturday,Normal,1.0,False,False,True
2021-02-14,2021,2,14,6,2021-02-08,Sunday,Normal,1.0,False,False,True
2021-02-15,2021,2,15,7,2021-02-15,Monday,Normal,1.0,False,False,False
2021-02-16,2021,2,16,7,2021-02-15,Tuesday,Normal,1.0,False,False,False
2021-02-17,2021,2,17,7,2021-02-15,Wednesday,Normal,1.0,False,False,False
2021-02-18,2021,2,18,7,2021-02-15,Thursday,Normal,1.0,False,False,False
2021-02-19,2021,2,19,7,2021-02-15,Friday,Normal,1.0,False,False,False
2021-02-20,2021,2,20,7,2021-02-15,Saturday,Easter,1.32,False,True,True
2021-02-21,2021,2,21,7,2021-02-15,Sunday,Easter,1.32,False,True,True
2021-02-22,2021,2,22,8,2021-02-22,Monday,Easter,1.32,False,True,False
2021-02-23,2021,2,23,8,2021-02-22,Tuesday,Easter,1.32,False,True,False
2021-02-24,2021,2,24,8,2021-02-22,Wednesday,Easter,1.32,False,True,False
2021-02-25,2021,2,25,8,2021-02-22,Thursday,Easter,1.32,False,True,False
2021-02-26,2021,2,26,8,2021-02-22,Friday,Easter,1.32,False,True,False
2021-02-27,2021,2,27,8,2021-02-22,Saturday,Easter,1.32,False,True,True
2021-02-28,2021,2,28,8,2021-02-22,Sunday,Easter,1.32,False,True,True
2021-03-01,2021,3,1,9,2021-03-01,Monday,Easter,1.32,False,True,False
2021-03-02,2021,3,2,9,2021-03-01,Tuesday,Easter,1.32,False,True,False
2021-03-03,2021,3,3,9,2021-03-01,Wednesday,Easter,1.32,False,True,False
2021-03-04,2021,3,4,9,2021-03-01,Thursday,Easter,1.32,False,True,False
2021-03-05,2021,3,5,9,2021-03-01,Friday,Easter,1.32,False,True,False
2021-03-06,2021,3,6,9,2021-03-01,Saturday,Easter,1.32,False,True,True
2021-03-07,2021,3,7,9,2021-03-01,Sunday,Easter,1.32,False,True,True
2021-03-08,2021,3,8,10,2021-03-08,Monday,Easter,1.32,False,True,False
2021-03-09,2021,3,9,10,2021-03-08,Tuesday,Easter,1.32,False,True,False
2021-03-10,2021,3,10,10,2021-03-08,Wednesday,Easter,1.32,False,True,False
2021-03-11,2021,3,11,10,2021-03-08,Thursday,Easter,1.32,False,True,False
2021-03-12,2021,3,12,10,2021-03-08,Friday,Easter,1.32,False,True,False
2021-03-13,2021,3,13,10,2021-03-08,Saturday,Easter,1.32,False,True,True
2021-03-14,2021,3,14,10,2021-03-08,Sunday,Easter,1.32,False,True,True
2021-03-15,2021,3,15,11,2021-03-15,Monday,Easter,1.32,False,True,False
2021-03-16,2021,3,16,11,2021-03-15,Tuesday,Easter,1.32,False,True,False
2021-03-17,2021,3,17,11,2021-03-15,Wednesday,Easter,1.32,False,True,False
2021-03-18,2021,3,18,11,2021-03-15,Thursday,Easter,1.32,False,True,False
2021-03-19,2021,3,19,11,2021-03-15,Friday,Easter,1.32,False,True,False
2021-03-20,2021,3,20,11,2021-03-15,Saturday,Easter,1.32,False,True,True
2021-03-21,2021,3,21,11,2021-03-15,Sunday,Easter,1.32,False,True,True
2021-03-22,2021,3,22,12,2021-03-22,Monday,Easter,1.32,False,True,False
2021-03-23,2021,3,23,12,2021-03-22,Tuesday,Easter,1.32,False,True,False
2021-03-24,2021,3,24,12,2021-03-22,Wednesday,Easter,1.32,False,True,False
2021-03-25,2021,3,25,12,2021-03-22,Thursday,Easter,1.32,False,True,False
2021-03-26,2021,3,26,12,2021-03-22,Friday,Easter,1.32,False,True,False
2021-03-27,2021,3,27,12,2021-03-22,Saturday,Easter,1.32,False,True,True
2021-03-28,2021,3,28,12,2021-03-22,Sunday,Easter,1.32,False,True,True
2021-03-29,2021,3,29,13,2021-03-29,Monday,Easter,1.32,False,True,False
2021-03-30,2021,3,30,13,2021-03-29,Tuesday,Easter,1.32,False,True,False
2021-03-31,2021,3,31,13,2021-03-29,Wednesday,Easter,1.32,False,True,False
2021-04-01,2021,4,1,13,2021-03-29,Thursday,Easter,1.32,False,True,False
2021-04-02,2021,4,2,13,2021-03-29,Friday,Easter,1.32,False,True,False
2021-04-03,2021,4,3,13,2021-03-29,Saturday,Easter,1.32,False,True,True
2021-04-04,2021,4,4,13,2021-03-29,Sunday,Easter,1.32,False,True,True
2021-04-05,2021,4,5,14,2021-04-05,Monday,Easter,1.32,False,True,False
2021-04-06,2021,4,6,14,2021-04-05,Tuesday,Easter,1.32,False,True,False
2021-04-07,2021,4,7,14,2021-04-05,Wednesday,Easter,1.32,False,True,False
2021-04-08,2021,4,8,14,2021-04-05,Thursday,Normal,1.0,False,False,False
2021-04-09,2021,4,9,14,2021-04-05,Friday,Normal,1.0,False,False,False
2021-04-10,2021,4,10,14,2021-04-05,Saturday,Normal,1.0,False,False,True
2021-04-11,2021,4,11,14,2021-04-05,Sunday,Normal,1.0,False,False,True
2021-04-12,2021,4,12,15,2021-04-12,Monday,Normal,1.0,False,False,False
2021-04-13,2021,4,13,15,2021-04-12,Tuesday,Normal,1.0,False,False,False
2021-04-14,2021,4,14,15,2021-04-12,Wednesday,Normal,1.0,False,False,False
2021-04-15,2021,4,15,15,2021-04-12,Thursday,Normal,1.0,False,False,False
2021-04-16,2021,4,16,15,2021-04-12,Friday,Normal,1.0,False,False,False
2021-04-17,2021,4,17,15,2021-04-12,Saturday,Normal,1.0,False,False,True
2021-04-18,2021,4,18,15,2021-04-12,Sunday,Normal,1.0,False,False,True
2021-04-19,2021,4,19,16,2021-04-19,Monday,Normal,1.0,False,False,False
2021-04-20,2021,4,20,16,2021-04-19,Tuesday,Normal,1.0,False,False,False
2021-04-21,2021,4,21,16,2021-04-19,Wednesday,Normal,1.0,False,False,False
2021-04-22,2021,4,22,16,2021-04-19,Thursday,Normal,1.0,False,False,False
2021-04-23,2021,4,23,16,2021-04-19,Friday,Normal,1.0,False,False,False
2021-04-24,2021,4,24,16,2021-04-19,Saturday,Normal,1.0,False,False,True
2021-04-25,2021,4,25,16,2021-04-19,Sunday,Normal,1.0,False,False,True
2021-04-26,2021,4,26,17,2021-04-26,Monday,Normal,1.0,False,False,False
2021-04-27,2021,4,27,17,2021-04-26,Tuesday,Normal,1.0,False,False,False
2021-04-28,2021,4,28,17,2021-04-26,Wednesday,Normal,1.0,False,False,False
2021-04-29,2021,4,29,17,2021-04-26,Thursday,Normal,1.0,False,False,False
2021-04-30,2021,4,30,17,2021-04-26,Friday,Normal,1.0,False,False,False
2021-05-01,2021,5,1,17,2021-04-26,Saturday,Normal,1.0,False,False,True
2021-05-02,2021,5,2,17,2021-04-26,Sunday,Normal,1.0,False,False,True
2021-05-03,2021,5,3,18,2021-05-03,Monday,Normal,1.0,False,False,False
2021-05-04,2021,5,4,18,2021-05-03,Tuesday,Normal,1.0,False,False,False
2021-05-05,2021,5,5,18,2021-05-03,Wednesday,Normal,1.0,False,False,False
2021-05-06,2021,5,6,18,2021-05-03,Thursday,Normal,1.0,False,False,False
2021-05-07,2021,5,7,18,2021-05-03,Friday,Normal,1.0,False,False,False
2021-05-08,2021,5,8,18,2021-05-03,Saturday,Normal,1.0,False,False,True
2021-05-09,2021,5,9,18,2021-05-03,Sunday,Normal,1.0,False,False,True
2021-05-10,2021,5,10,19,2021-05-10,Monday,Normal,1.0,False,False,False
2021-05-11,2021,5,11,19,2021-05-10,Tuesday,Normal,1.0,False,False,False
2021-05-12,2021,5,12,19,2021-05-10,Wednesday,Normal,1.0,False,False,False
2021-05-13,2021,5,13,19,2021-05-10,Thursday,Normal,1.0,False,False,False
2021-05-14,2021,5,14,19,2021-05-10,Friday,Normal,1.0,False,False,False
2021-05-15,2021,5,15,19,2021-05-10,Saturday,Normal,1.0,False,False,True
2021-05-16,2021,5,16,19,2021-05-10,Sunday,Normal,1.0,False,False,True
2021-05-17,2021,5,17,20,2021-05-17,Monday,Normal,1.0,False,False,False
2021-05-18,2021,5,18,20,2021-05-17,Tuesday,Normal,1.0,False,False,False
2021-05-19,2021,5,19,20,2021-05-17,Wednesday,Normal,1.0,False,False,False
2021-05-20,2021,5,20,20,2021-05-17,Thursday,Normal,1.0,False,False,False
2021-05-21,2021,5,21,20,2021-05-17,Friday,Normal,1.0,False,False,False
2021-05-22,2021,5,22,20,2021-05-17,Saturday,Normal,1.0,False,False,True
2021-05-23,2021,5,23,20,2021-05-17,Sunday,Normal,1.0,False,False,True
2021-05-24,2021,5,24,21,2021-05-24,Monday,Normal,1.0,False,False,False
2021-05-25,2021,5,25,21,2021-05-24,Tuesday,Normal,1.0,False,False,False
2021-05-26,2021,5,26,21,2021-05-24,Wednesday,Normal,1.0,False,False,False
2021-05-27,2021,5,27,21,2021-05-24,Thursday,Normal,1.0,False,False,False
2021-05-28,2021,5,28,21,2021-05-24,Friday,Normal,1.0,False,False,False
2021-05-29,2021,5,29,21,2021-05-24,Saturday,Normal,1.0,False,False,True
2021-05-30,2021,5,30,21,2021-05-24,Sunday,Normal,1.0,False,False,True
2021-05-31,2021,5,31,22,2021-05-31,Monday,Normal,1.0,False,False,False
2021-06-01,2021,6,1,22,2021-05-31,Tuesday,Normal,1.0,False,False,False
2021-06-02,2021,6,2,22,2021-05-31,Wednesday,Normal,1.0,False,False,False
2021-06-03,2021,6,3,22,2021-05-31,Thursday,Normal,1.0,False,False,False
2021-06-04,2021,6,4,22,2021-05-31,Friday,Normal,1.0,False,False,False
2021-06-05,2021,6,5,22,2021-05-31,Saturday,Normal,1.0,False,False,True
2021-06-06,2021,6,6,22,2021-05-31,Sunday,Normal,1.0,False,False,True
2021-06-07,2021,6,7,23,2021-06-07,Monday,Normal,1.0,False,False,False
2021-06-08,2021,6,8,23,2021-06-07,Tuesday,Normal,1.0,False,False,False
2021-06-09,2021,6,9,23,2021-06-07,Wednesday,Normal,1.0,False,False,False
2021-06-10,2021,6,10,23,2021-06-07,Thursday,Normal,1.0,False,False,False
2021-06-11,2021,6,11,23,2021-06-07,Friday,Normal,1.0,False,False,False
2021-06-12,2021,6,12,23,2021-06-07,Saturday,Normal,1.0,False,False,True
2021-06-13,2021,6,13,23,2021-06-07,Sunday,Normal,1.0,False,False,True
2021-06-14,2021,6,14,24,2021-06-14,Monday,Normal,1.0,False,False,False
2021-06-15,2021,6,15,24,2021-06-14,Tuesday,Normal,1.0,False,False,False
2021-06-16,2021,6,16,24,2021-06-14,Wednesday,Normal,1.0,False,False,False
2021-06-17,2021,6,17,24,2021-06-14,Thursday,Normal,1.0,False,False,False
2021-06-18,2021,6,18,24,2021-06-14,Friday,Normal,1.0,False,False,False
2021-06-19,2021,6,19,24,2021-06-14,Saturday,Normal,1.0,False,False,True
2021-06-20,2021,6,20,24,2021-06-14,Sunday,Normal,1.0,False,False,True
2021-06-21,2021,6,21,25,2021-06-21,Monday,Normal,1.0,False,False,False
2021-06-22,2021,6,22,25,2021-06-21,Tuesday,Normal,1.0,False,False,False
2021-06-23,2021,6,23,25,2021-06-21,Wednesday,Normal,1.0,False,False,False
2021-06-24,2021,6,24,25,2021-06-21,Thursday,Normal,1.0,False,False,False
2021-06-25,2021,6,25,25,2021-06-21,Friday,Normal,1.0,False,False,False
2021-06-26,2021,6,26,25,2021-06-21,Saturday,Normal,1.0,False,False,True
2021-06-27,2021,6,27,25,2021-06-21,Sunday,Normal,1.0,False,False,True
2021-06-28,2021,6,28,26,2021-06-28,Monday,Normal,1.0,False,False,False
2021-06-29,2021,6,29,26,2021-06-28,Tuesday,Normal,1.0,False,False,False
2021-06-30,2021,6,30,26,2021-06-28,Wednesday,Normal,1.0,False,False,False
2021-07-01,2021,7,1,26,2021-06-28,Thursday,Normal,1.0,False,False,False
2021-07-02,2021,7,2,26,2021-06-28,Friday,Normal,1.0,False,False,False
2021-07-03,2021,7,3,26,2021-06-28,Saturday,Normal,1.0,False,False,True
2021-07-04,2021,7,4,26,2021-06-28,Sunday,Normal,1.0,False,False,True
2021-07-05,2021,7,5,27,2021-07-05,Monday,Normal,1.0,False,False,False
2021-07-06,2021,7,6,27,2021-07-05,Tuesday,Normal,1.0,False,False,False
2021-07-07,2021,7,7,27,2021-07-05,Wednesday,Normal,1.0,False,False,False
2021-07-08,2021,7,8,27,2021-07-05,Thursday,Normal,1.0,False,False,False
2021-07-09,2021,7,9,27,2021-07-05,Friday,Normal,1.0,False,False,False
2021-07-10,2021,7,10,27,2021-07-05,Saturday,Normal,1.0,False,False,True
2021-07-11,2021,7,11,27,2021-07-05,Sunday,Normal,1.0,False,False,True
2021-07-12,2021,7,12,28,2021-07-12,Monday,Normal,1.0,False,False,False
2021-07-13,2021,7,13,28,2021-07-12,Tuesday,Normal,1.0,False,False,False
2021-07-14,2021,7,14,28,2021-07-12,Wednesday,Normal,1.0,False,False,False
2021-07-15,2021,7,15,28,2021-07-12,Thursday,Normal,1.0,False,False,False
2021-07-16,2021,7,16,28,2021-07-12,Friday,Normal,1.0,False,False,False
2021-07-17,2021,7,17,28,2021-07-12,Saturday,Normal,1.0,False,False,True
2021-07-18,2021,7,18,28,2021-07-12,Sunday,Normal,1.0,False,False,True
2021-07-19,2021,7,19,29,2021-07-19,Monday,Normal,1.0,False,False,False
2021-07-20,2021,7,20,29,2021-07-19,Tuesday,Normal,1.0,False,False,False
2021-07-21,2021,7,21,29,2021-07-19,Wednesday,Normal,1.0,False,False,False
2021-07-22,2021,7,22,29,2021-07-19,Thursday,Normal,1.0,False,False,False
2021-07-23,2021,7,23,29,2021-07-19,Friday,Normal,1.0,False,False,False
2021-07-24,2021,7,24,29,2021-07-19,Saturday,Normal,1.0,False,False,True
2021-07-25,2021,7,25,29,2021-07-19,Sunday,Normal,1.0,False,False,True
2021-07-26,2021,7,26,30,2021-07-26,Monday,Normal,1.0,False,False,False
2021-07-27,2021,7,27,30,2021-07-26,Tuesday,Normal,1.0,False,False,False
2021-07-28,2021,7,28,30,2021-07-26,Wednesday,Normal,1.0,False,False,False
2021-07-29,2021,7,29,30,2021-07-26,Thursday,Normal,1.0,False,False,False
2021-07-30,2021,7,30,30,2021-07-26,Friday,Normal,1.0,False,False,False
2021-07-31,2021,7,31,30,2021-07-26,Saturday,Normal,1.0,False,False,True
2021-08-01,2021,8,1,30,2021-07-26,Sunday,Normal,1.0,False,False,True
2021-08-02,2021,8,2,31,2021-08-02,Monday,Normal,1.0,False,False,False
2021-08-03,2021,8,3,31,2021-08-02,Tuesday,Normal,1.0,False,False,False
2021-08-04,2021,8,4,31,2021-08-02,Wednesday,Normal,1.0,False,False,False
2021-08-05,2021,8,5,31,2021-08-02,Thursday,Normal,1.0,False,False,False
2021-08-06,2021,8,6,31,2021-08-02,Friday,Normal,1.0,False,False,False
2021-08-07,2021,8,7,31,2021-08-02,Saturday,Normal,1.0,False,False,True
2021-08-08,2021,8,8,31,2021-08-02,Sunday,Normal,1.0,False,False,True
2021-08-09,2021,8,9,32,2021-08-09,Monday,Normal,1.0,False,False,False
2021-08-10,2021,8,10,32,2021-08-09,Tuesday,Normal,1.0,False,False,False
2021-08-11,2021,8,11,32,2021-08-09,Wednesday,Normal,1.0,False,False,False
2021-08-12,2021,8,12,32,2021-08-09,Thursday,Normal,1.0,False,False,False
2021-08-13,2021,8,13,32,2021-08-09,Friday,Normal,1.0,False,False,False
2021-08-14,2021,8,14,32,2021-08-09,Saturday,Normal,1.0,False,False,True
2021-08-15,2021,8,15,32,2021-08-09,Sunday,Normal,1.0,False,False,True
2021-08-16,2021,8,16,33,2021-08-16,Monday,Normal,1.0,False,False,False
2021-08-17,2021,8,17,33,2021-08-16,Tuesday,Normal,1.0,False,False,False
2021-08-18,2021,8,18,33,2021-08-16,Wednesday,Normal,1.0,False,False,False
2021-08-19,2021,8,19,33,2021-08-16,Thursday,Normal,1.0,False,False,False
2021-08-20,2021,8,20,33,2021-08-16,Friday,Normal,1.0,False,False,False
2021-08-21,2021,8,21,33,2021-08-16,Saturday,Normal,1.0,False,False,True
2021-08-22,2021,8,22,33,2021-08-16,Sunday,Normal,1.0,False,False,True
2021-08-23,2021,8,23,34,2021-08-23,Monday,Normal,1.0,False,False,False
2021-08-24,2021,8,24,34,2021-08-23,Tuesday,Normal,1.0,False,False,False
2021-08-25,2021,8,25,34,2021-08-23,Wednesday,Normal,1.0,False,False,False
2021-08-26,2021,8,26,34,2021-08-23,Thursday,Normal,1.0,False,False,False
2021-08-27,2021,8,27,34,2021-08-23,Friday,Normal,1.0,False,False,False
2021-08-28,2021,8,28,34,2021-08-23,Saturday,Normal,1.0,False,False,True
2021-08-29,2021,8,29,34,2021-08-23,Sunday,Normal,1.0,False,False,True
2021-08-30,2021,8,30,35,2021-08-30,Monday,Normal,1.0,False,False,False
2021-08-31,2021,8,31,35,2021-08-30,Tuesday,Normal,1.0,False,False,False
2021-09-01,2021,9,1,35,2021-08-30,Wednesday,Normal,1.0,False,False,False
2021-09-02,2021,9,2,35,2021-08-30,Thursday,Normal,1.0,False,False,False
2021-09-03,2021,9,3,35,2021-08-30,Friday,Normal,1.0,False,False,False
2021-09-04,2021,9,4,35,2021-08-30,Saturday,Normal,1.0,False,False,True
2021-09-05,2021,9,5,35,2021-08-30,Sunday,Normal,1.0,False,False,True
2021-09-06,2021,9,6,36,2021-09-06,Monday,Normal,1.0,False,False,False
2021-09-07,2021,9,7,36,2021-09-06,Tuesday,Normal,1.0,False,False,False
2021-09-08,2021,9,8,36,2021-09-06,Wednesday,Normal,1.0,False,False,False
2021-09-09,2021,9,9,36,2021-09-06,Thursday,Normal,1.0,False,False,False
2021-09-10,2021,9,10,36,2021-09-06,Friday,Normal,1.0,False,False,False
2021-09-11,2021,9,11,36,2021-09-06,Saturday,Normal,1.0,False,False,True
2021-09-12,2021,9,12,36,2021-09-06,Sunday,Normal,1.0,False,False,True
2021-09-13,2021,9,13,37,2021-09-13,Monday,Normal,1.0,False,False,False
2021-09-14,2021,9,14,37,2021-09-13,Tuesday,Normal,1.0,False,False,False
2021-09-15,2021,9,15,37,2021-09-13,Wednesday,Normal,1.0,False,False,False
2021-09-16,2021,9,16,37,2021-09-13,Thursday,Normal,1.0,False,False,False
2021-09-17,2021,9,17,37,2021-09-13,Friday,Normal,1.0,False,False,False
2021-09-18,2021,9,18,37,2021-09-13,Saturday,Normal,1.0,False,False,True
2021-09-19,2021,9,19,37,2021-09-13,Sunday,Normal,1.0,False,False,True
2021-09-20,2021,9,20,38,2021-09-20,Monday,Normal,1.0,False,False,False
2021-09-21,2021,9,21,38,2021-09-20,Tuesday,Normal,1.0,False,False,False
2021-09-22,2021,9,22,38,2021-09-20,Wednesday,Normal,1.0,False,False,False
2021-09-23,2021,9,23,38,2021-09-20,Thursday,Normal,1.0,False,False,False
2021-09-24,2021,9,24,38,2021-09-20,Friday,Normal,1.0,False,False,False
2021-09-25,2021,9,25,38,2021-09-20,Saturday,Normal,1.0,False,False,True
2021-09-26,2021,9,26,38,2021-09-20,Sunday,Normal,1.0,False,False,True
2021-09-27,2021,9,27,39,2021-09-27,Monday,Normal,1.0,False,False,False
2021-09-28,2021,9,28,39,2021-09-27,Tuesday,Normal,1.0,False,False,False
2021-09-29,2021,9,29,39,2021-09-27,Wednesday,Normal,1.0,False,False,False
2021-09-30,2021,9,30,39,2021-09-27,Thursday,Normal,1.0,False,False,False
2021-10-01,2021,10,1,39,2021-09-27,Friday,Normal,1.0,False,False,False
2021-10-02,2021,10,2,39,2021-09-27,Saturday,Normal,1.0,False,False,True
2021-10-03,2021,10,3,39,2021-09-27,Sunday,Normal,1.0,False,False,True
2021-10-04,2021,10,4,40,2021-10-04,Monday,Normal,1.0,False,False,False
2021-10-05,2021,10,5,40,2021-10-04,Tuesday,Normal,1.0,False,False,False
2021-10-06,2021,10,6,40,2021-10-04,Wednesday,Normal,1.0,False,False,False
2021-10-07,2021,10,7,40,2021-10-04,Thursday,Normal,1.0,False,False,False
2021-10-08,2021,10,8,40,2021-10-04,Friday,Normal,1.0,False,False,False
2021-10-09,2021,10,9,40,2021-10-04,Saturday,Normal,1.0,False,False,True
2021-10-10,2021,10,10,40,2021-10-04,Sunday,Normal,1.0,False,False,True
2021-10-11,2021,10,11,41,2021-10-11,Monday,Normal,1.0,False,False,False
2021-10-12,2021,10,12,41,2021-10-11,Tuesday,Normal,1.0,False,False,False
2021-10-13,2021,10,13,41,2021-10-11,Wednesday,Normal,1.0,False,False,False
2021-10-14,2021,10,14,41,2021-10-11,Thursday,Normal,1.0,False,False,False
2021-10-15,2021,10,15,41,2021-10-11,Friday,Christmas,1.85,True,False,False
2021-10-16,2021,10,16,41,2021-10-11,Saturday,Christmas,1.85,True,False,True
2021-10-17,2021,10,17,41,2021-10-11,Sunday,Christmas,1.85,True,False,True
2021-10-18,2021,10,18,42,2021-10-18,Monday,Christmas,1.85,True,False,False
2021-10-19,2021,10,19,42,2021-10-18,Tuesday,Christmas,1.85,True,False,False
2021-10-20,2021,10,20,42,2021-10-18,Wednesday,Christmas,1.85,True,False,False
